folder_path,label
D:\processed_faces\fake\02_25__outside_talking_still_laughing__Z7FQ69VP,1
D:\processed_faces\real\id28_0009,0
D:\processed_faces\real\00096,0
D:\processed_faces\real\id59_0004,0
D:\processed_faces\real\00194,0
D:\processed_faces\fake\505_600,1
D:\processed_faces\fake\451_449,1
D:\processed_faces\real\320,0
D:\processed_faces\fake\569_921,1
D:\processed_faces\fake\id4_id23_0008,1
D:\processed_faces\real\420,0
D:\processed_faces\real\416,0
D:\processed_faces\fake\955_078,1
D:\processed_faces\real\id7_0003,0
D:\processed_faces\fake\02_15__meeting_serious__TSRK8QS4,1
D:\processed_faces\real\id22_0001,0
D:\processed_faces\real\00182,0
D:\processed_faces\real\id2_0006,0
D:\processed_faces\fake\id6_id17_0002,1
D:\processed_faces\fake\910_911,1
D:\processed_faces\fake\220_219,1
D:\processed_faces\fake\01_12__kitchen_pan__TNI7KUZ6,1
D:\processed_faces\real\id43_0004,0
D:\processed_faces\fake\383_353,1
D:\processed_faces\fake\864_839,1
D:\processed_faces\fake\900_926,1
D:\processed_faces\real\060,0
D:\processed_faces\fake\549_531,1
D:\processed_faces\fake\833_826,1
D:\processed_faces\fake\406_391,1
D:\processed_faces\fake\id3_id31_0003,1
D:\processed_faces\fake\354_362,1
D:\processed_faces\fake\id2_id20_0001,1
D:\processed_faces\fake\02_09__walk_down_hall_angry__9TDCEK1Q,1
D:\processed_faces\real\id7_0005,0
D:\processed_faces\fake\id1_id16_0005,1
D:\processed_faces\fake\03_06__talking_against_wall__OPTNKNYK,1
D:\processed_faces\fake\id3_id4_0008,1
D:\processed_faces\fake\653_601,1
D:\processed_faces\fake\id4_id6_0005,1
D:\processed_faces\fake\id4_id2_0007,1
D:\processed_faces\fake\389_480,1
D:\processed_faces\real\754,0
D:\processed_faces\real\722,0
D:\processed_faces\real\622,0
D:\processed_faces\real\00047,0
D:\processed_faces\real\204,0
D:\processed_faces\fake\id0_id6_0000,1
D:\processed_faces\real\00247,0
D:\processed_faces\fake\id4_id6_0006,1
D:\processed_faces\real\962,0
D:\processed_faces\fake\01_09__talking_angry_couch__O8HNNX43,1
D:\processed_faces\real\655,0
D:\processed_faces\fake\512_495,1
D:\processed_faces\real\649,0
D:\processed_faces\fake\837_890,1
D:\processed_faces\fake\692_610,1
D:\processed_faces\fake\256_146,1
D:\processed_faces\real\19__talking_angry_couch,0
D:\processed_faces\real\208,0
D:\processed_faces\fake\id9_id1_0005,1
D:\processed_faces\real\938,0
D:\processed_faces\fake\id6_id31_0001,1
D:\processed_faces\fake\02_18__outside_talking_pan_laughing__OXMEEFUQ,1
D:\processed_faces\real\id33_0002,0
D:\processed_faces\real\id43_0005,0
D:\processed_faces\real\22__talking_against_wall,0
D:\processed_faces\fake\908_207,1
D:\processed_faces\fake\639_841,1
D:\processed_faces\real\id16_0010,0
D:\processed_faces\real\012,0
D:\processed_faces\fake\id2_id6_0006,1
D:\processed_faces\real\00007,0
D:\processed_faces\real\id20_0005,0
D:\processed_faces\real\997,0
D:\processed_faces\real\00083,0
D:\processed_faces\real\id59_0001,0
D:\processed_faces\fake\998_561,1
D:\processed_faces\fake\id0_id28_0000,1
D:\processed_faces\real\667,0
D:\processed_faces\real\id47_0005,0
D:\processed_faces\fake\181_199,1
D:\processed_faces\real\792,0
D:\processed_faces\real\762,0
D:\processed_faces\fake\id7_id10_0004,1
D:\processed_faces\fake\id9_id3_0006,1
D:\processed_faces\real\20__outside_talking_still_laughing,0
D:\processed_faces\fake\id3_id30_0007,1
D:\processed_faces\real\11__kitchen_pan,0
D:\processed_faces\real\24__walk_down_hall_angry,0
D:\processed_faces\fake\271_264,1
D:\processed_faces\fake\id9_id0_0004,1
D:\processed_faces\fake\02_13__kitchen_pan__0RKOCC6A,1
D:\processed_faces\fake\225_151,1
D:\processed_faces\real\385,0
D:\processed_faces\real\00268,0
D:\processed_faces\fake\02_27__walk_down_hall_angry__78M8S6M6,1
D:\processed_faces\fake\203_201,1
D:\processed_faces\real\062,0
D:\processed_faces\fake\id2_id17_0003,1
D:\processed_faces\fake\03_06__kitchen_pan__2XWC5JED,1
D:\processed_faces\real\23__walking_outside_cafe_disgusted,0
D:\processed_faces\real\26__walk_down_hall_angry,0
D:\processed_faces\real\08__talking_against_wall,0
D:\processed_faces\fake\029_048,1
D:\processed_faces\fake\552_851,1
D:\processed_faces\fake\id4_id1_0000,1
D:\processed_faces\real\690,0
D:\processed_faces\real\27__meeting_serious,0
D:\processed_faces\real\id0_0003,0
D:\processed_faces\real\id28_0002,0
D:\processed_faces\real\01__walking_and_outside_surprised,0
D:\processed_faces\real\27__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\02_06__kitchen_pan__0M6JNS5D,1
D:\processed_faces\fake\320_328,1
D:\processed_faces\fake\id6_id3_0003,1
D:\processed_faces\real\00039,0
D:\processed_faces\real\id27_0008,0
D:\processed_faces\real\00081,0
D:\processed_faces\fake\150_153,1
D:\processed_faces\real\529,0
D:\processed_faces\real\id57_0005,0
D:\processed_faces\fake\585_599,1
D:\processed_faces\real\id3_0007,0
D:\processed_faces\real\959,0
D:\processed_faces\real\id20_0008,0
D:\processed_faces\real\269,0
D:\processed_faces\real\770,0
D:\processed_faces\real\14__talking_against_wall,0
D:\processed_faces\fake\525_509,1
D:\processed_faces\real\10__talking_angry_couch,0
D:\processed_faces\fake\03_04__outside_talking_pan_laughing__T04P6ELC,1
D:\processed_faces\fake\169_227,1
D:\processed_faces\fake\301_262,1
D:\processed_faces\fake\419_824,1
D:\processed_faces\fake\id4_id26_0008,1
D:\processed_faces\real\00183,0
D:\processed_faces\real\id61_0007,0
D:\processed_faces\fake\01_20__walking_and_outside_surprised__6UBMLXK3,1
D:\processed_faces\real\00211,0
D:\processed_faces\real\180,0
D:\processed_faces\real\21__outside_talking_pan_laughing,0
D:\processed_faces\real\00161,0
D:\processed_faces\real\12__podium_speech_happy,0
D:\processed_faces\fake\081_087,1
D:\processed_faces\fake\id2_id23_0006,1
D:\processed_faces\fake\422_695,1
D:\processed_faces\fake\930_763,1
D:\processed_faces\fake\03_06__kitchen_pan__1IXGY2FK,1
D:\processed_faces\fake\708_772,1
D:\processed_faces\fake\561_998,1
D:\processed_faces\fake\280_249,1
D:\processed_faces\real\364,0
D:\processed_faces\fake\01_27__hugging_happy__ZYCZ30C0,1
D:\processed_faces\real\id37_0008,0
D:\processed_faces\real\02__walking_outside_cafe_disgusted,0
D:\processed_faces\real\id48_0004,0
D:\processed_faces\fake\01_09__talking_angry_couch__P70H1JB0,1
D:\processed_faces\fake\01_04__podium_speech_happy__GBC7ZGDP,1
D:\processed_faces\fake\070_057,1
D:\processed_faces\real\592,0
D:\processed_faces\real\id36_0008,0
D:\processed_faces\real\00115,0
D:\processed_faces\real\511,0
D:\processed_faces\fake\03_02__secret_conversation__GYX5OFTD,1
D:\processed_faces\fake\02_27__meeting_serious__QW05XUUZ,1
D:\processed_faces\fake\02_13__walking_down_indoor_hall_disgust__CP5HFV3K,1
D:\processed_faces\real\646,0
D:\processed_faces\real\951,0
D:\processed_faces\fake\412_274,1
D:\processed_faces\fake\id3_id6_0001,1
D:\processed_faces\fake\id0_id2_0005,1
D:\processed_faces\real\16__walking_and_outside_surprised,0
D:\processed_faces\fake\id1_id6_0001,1
D:\processed_faces\fake\606_567,1
D:\processed_faces\real\id10_0002,0
D:\processed_faces\real\019,0
D:\processed_faces\fake\id6_id21_0005,1
D:\processed_faces\real\559,0
D:\processed_faces\fake\id2_id26_0007,1
D:\processed_faces\fake\id6_id0_0000,1
D:\processed_faces\fake\371_367,1
D:\processed_faces\real\341,0
D:\processed_faces\real\609,0
D:\processed_faces\real\134,0
D:\processed_faces\fake\01_20__talking_angry_couch__FW94AIMJ,1
D:\processed_faces\fake\id2_id37_0002,1
D:\processed_faces\fake\id1_id16_0006,1
D:\processed_faces\fake\03_06__podium_speech_happy__2XWC5JED,1
D:\processed_faces\real\806,0
D:\processed_faces\real\524,0
D:\processed_faces\fake\id1_id3_0006,1
D:\processed_faces\real\496,0
D:\processed_faces\fake\315_322,1
D:\processed_faces\real\23__kitchen_still,0
D:\processed_faces\fake\03_04__kitchen_pan__T04P6ELC,1
D:\processed_faces\fake\902_901,1
D:\processed_faces\fake\659_749,1
D:\processed_faces\fake\01_03__talking_against_wall__JZUXXFRB,1
D:\processed_faces\fake\id8_id7_0007,1
D:\processed_faces\fake\id1_id0_0002,1
D:\processed_faces\fake\01_11__kitchen_pan__WIZ7GKOD,1
D:\processed_faces\real\id40_0007,0
D:\processed_faces\real\00240,0
D:\processed_faces\fake\02_07__kitchen_pan__O4SXNLRL,1
D:\processed_faces\fake\id4_id37_0000,1
D:\processed_faces\real\169,0
D:\processed_faces\fake\id2_id16_0005,1
D:\processed_faces\real\00190,0
D:\processed_faces\real\00092,0
D:\processed_faces\real\19__outside_talking_pan_laughing,0
D:\processed_faces\fake\id1_id28_0009,1
D:\processed_faces\real\id44_0003,0
D:\processed_faces\fake\02_07__talking_against_wall__O4SXNLRL,1
D:\processed_faces\real\602,0
D:\processed_faces\fake\id8_id5_0007,1
D:\processed_faces\fake\452_550,1
D:\processed_faces\fake\03_01__talking_against_wall__JZUXXFRB,1
D:\processed_faces\fake\id0_id3_0001,1
D:\processed_faces\fake\051_332,1
D:\processed_faces\real\id38_0008,0
D:\processed_faces\fake\283_313,1
D:\processed_faces\real\18__podium_speech_happy,0
D:\processed_faces\fake\654_648,1
D:\processed_faces\fake\id4_id26_0006,1
D:\processed_faces\fake\647_622,1
D:\processed_faces\fake\id2_id31_0008,1
D:\processed_faces\fake\id3_id16_0005,1
D:\processed_faces\real\721,0
D:\processed_faces\real\id59_0002,0
D:\processed_faces\fake\391_406,1
D:\processed_faces\real\159,0
D:\processed_faces\real\00077,0
D:\processed_faces\fake\id4_id3_0007,1
D:\processed_faces\fake\002_006,1
D:\processed_faces\fake\464_463,1
D:\processed_faces\real\886,0
D:\processed_faces\fake\120_118,1
D:\processed_faces\fake\id0_id2_0008,1
D:\processed_faces\fake\007_132,1
D:\processed_faces\real\653,0
D:\processed_faces\fake\01_04__walking_down_street_outside_angry__GBC7ZGDP,1
D:\processed_faces\fake\id2_id6_0003,1
D:\processed_faces\fake\02_07__meeting_serious__O4SXNLRL,1
D:\processed_faces\real\880,0
D:\processed_faces\real\744,0
D:\processed_faces\fake\310_196,1
D:\processed_faces\fake\914_899,1
D:\processed_faces\fake\973_970,1
D:\processed_faces\fake\01_04__podium_speech_happy__6I623VU9,1
D:\processed_faces\real\262,0
D:\processed_faces\real\00043,0
D:\processed_faces\real\264,0
D:\processed_faces\real\621,0
D:\processed_faces\fake\023_923,1
D:\processed_faces\fake\753_789,1
D:\processed_faces\real\id8_0008,0
D:\processed_faces\real\02__meeting_serious,0
D:\processed_faces\real\514,0
D:\processed_faces\fake\02_15__exit_phone_room__MCRFMYAE,1
D:\processed_faces\fake\022_489,1
D:\processed_faces\fake\617_566,1
D:\processed_faces\real\16__kitchen_still,0
D:\processed_faces\fake\115_939,1
D:\processed_faces\real\15__outside_talking_still_laughing,0
D:\processed_faces\fake\707_705,1
D:\processed_faces\real\00076,0
D:\processed_faces\real\285,0
D:\processed_faces\real\03__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\id2_id35_0005,1
D:\processed_faces\real\090,0
D:\processed_faces\real\433,0
D:\processed_faces\real\id26_0003,0
D:\processed_faces\fake\303_309,1
D:\processed_faces\fake\108_052,1
D:\processed_faces\fake\064_991,1
D:\processed_faces\fake\id1_id23_0002,1
D:\processed_faces\real\415,0
D:\processed_faces\real\893,0
D:\processed_faces\real\id55_0005,0
D:\processed_faces\real\897,0
D:\processed_faces\real\id41_0007,0
D:\processed_faces\fake\id1_id21_0002,1
D:\processed_faces\fake\437_360,1
D:\processed_faces\fake\id4_id9_0001,1
D:\processed_faces\real\078,0
D:\processed_faces\fake\605_591,1
D:\processed_faces\real\625,0
D:\processed_faces\real\717,0
D:\processed_faces\fake\id2_id37_0007,1
D:\processed_faces\real\id25_0001,0
D:\processed_faces\real\20__kitchen_still,0
D:\processed_faces\fake\113_983,1
D:\processed_faces\real\945,0
D:\processed_faces\fake\498_433,1
D:\processed_faces\real\00193,0
D:\processed_faces\real\04__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\id4_id31_0004,1
D:\processed_faces\fake\186_170,1
D:\processed_faces\fake\009_027,1
D:\processed_faces\real\905,0
D:\processed_faces\fake\184_205,1
D:\processed_faces\real\id57_0002,0
D:\processed_faces\fake\id0_id6_0001,1
D:\processed_faces\fake\484_415,1
D:\processed_faces\real\387,0
D:\processed_faces\real\286,0
D:\processed_faces\real\id36_0002,0
D:\processed_faces\real\id46_0002,0
D:\processed_faces\fake\id1_id30_0006,1
D:\processed_faces\fake\01_11__outside_talking_still_laughing__9229VVZ3,1
D:\processed_faces\fake\id6_id16_0007,1
D:\processed_faces\real\id31_0006,0
D:\processed_faces\fake\697_581,1
D:\processed_faces\real\672,0
D:\processed_faces\real\22__outside_talking_still_laughing,0
D:\processed_faces\real\337,0
D:\processed_faces\fake\429_404,1
D:\processed_faces\fake\889_045,1
D:\processed_faces\real\678,0
D:\processed_faces\real\id55_0001,0
D:\processed_faces\fake\02_09__exit_phone_room__6KUOFMZW,1
D:\processed_faces\real\310,0
D:\processed_faces\fake\091_116,1
D:\processed_faces\fake\895_915,1
D:\processed_faces\real\611,0
D:\processed_faces\fake\843_859,1
D:\processed_faces\real\00098,0
D:\processed_faces\real\096,0
D:\processed_faces\real\00142,0
D:\processed_faces\real\588,0
D:\processed_faces\real\id46_0009,0
D:\processed_faces\fake\id1_id30_0005,1
D:\processed_faces\fake\950_836,1
D:\processed_faces\real\347,0
D:\processed_faces\fake\340_341,1
D:\processed_faces\real\id5_0002,0
D:\processed_faces\real\id35_0003,0
D:\processed_faces\real\738,0
D:\processed_faces\fake\02_15__outside_talking_pan_laughing__I8G2LWD1,1
D:\processed_faces\fake\id8_id0_0008,1
D:\processed_faces\real\id49_0007,0
D:\processed_faces\fake\031_163,1
D:\processed_faces\real\id27_0001,0
D:\processed_faces\real\id50_0006,0
D:\processed_faces\real\05__outside_talking_still_laughing,0
D:\processed_faces\real\126,0
D:\processed_faces\fake\id2_id17_0005,1
D:\processed_faces\fake\02_18__kitchen_still__OXMEEFUQ,1
D:\processed_faces\fake\id4_id3_0006,1
D:\processed_faces\real\015,0
D:\processed_faces\fake\id1_id21_0001,1
D:\processed_faces\fake\id3_id35_0000,1
D:\processed_faces\real\143,0
D:\processed_faces\fake\006_002,1
D:\processed_faces\real\647,0
D:\processed_faces\real\742,0
D:\processed_faces\fake\02_13__podium_speech_happy__2YSYT2N3,1
D:\processed_faces\real\id13_0005,0
D:\processed_faces\fake\218_239,1
D:\processed_faces\real\209,0
D:\processed_faces\real\id37_0007,0
D:\processed_faces\real\13__talking_against_wall,0
D:\processed_faces\real\586,0
D:\processed_faces\real\983,0
D:\processed_faces\real\id50_0004,0
D:\processed_faces\fake\id9_id0_0001,1
D:\processed_faces\real\158,0
D:\processed_faces\fake\482_465,1
D:\processed_faces\real\id4_0008,0
D:\processed_faces\fake\861_858,1
D:\processed_faces\real\711,0
D:\processed_faces\real\716,0
D:\processed_faces\real\id40_0003,0
D:\processed_faces\real\id2_0009,0
D:\processed_faces\fake\054_071,1
D:\processed_faces\fake\id7_id11_0000,1
D:\processed_faces\fake\413_372,1
D:\processed_faces\real\261,0
D:\processed_faces\real\01__kitchen_still,0
D:\processed_faces\fake\339_392,1
D:\processed_faces\fake\295_099,1
D:\processed_faces\fake\02_15__talking_against_wall__MZWH8ATN,1
D:\processed_faces\fake\id2_id4_0001,1
D:\processed_faces\fake\id6_id16_0009,1
D:\processed_faces\fake\id1_id2_0000,1
D:\processed_faces\real\731,0
D:\processed_faces\real\id9_0004,0
D:\processed_faces\fake\313_283,1
D:\processed_faces\fake\id0_id17_0005,1
D:\processed_faces\fake\530_594,1
D:\processed_faces\real\27__outside_talking_pan_laughing,0
D:\processed_faces\fake\id0_id9_0005,1
D:\processed_faces\real\24__walking_outside_cafe_disgusted,0
D:\processed_faces\real\230,0
D:\processed_faces\fake\677_671,1
D:\processed_faces\fake\454_527,1
D:\processed_faces\fake\285_136,1
D:\processed_faces\fake\674_744,1
D:\processed_faces\fake\722_458,1
D:\processed_faces\fake\976_954,1
D:\processed_faces\fake\355_748,1
D:\processed_faces\fake\517_521,1
D:\processed_faces\fake\id2_id6_0009,1
D:\processed_faces\fake\id3_id17_0007,1
D:\processed_faces\fake\175_159,1
D:\processed_faces\real\00296,0
D:\processed_faces\real\591,0
D:\processed_faces\real\618,0
D:\processed_faces\real\560,0
D:\processed_faces\fake\id1_id0_0001,1
D:\processed_faces\fake\153_150,1
D:\processed_faces\fake\id6_id20_0008,1
D:\processed_faces\fake\id6_id37_0005,1
D:\processed_faces\real\794,0
D:\processed_faces\fake\084_042,1
D:\processed_faces\real\976,0
D:\processed_faces\fake\02_15__kitchen_still__I8G2LWD1,1
D:\processed_faces\fake\459_430,1
D:\processed_faces\fake\765_867,1
D:\processed_faces\fake\01_27__walking_outside_cafe_disgusted__ZYCZ30C0,1
D:\processed_faces\fake\id4_id0_0006,1
D:\processed_faces\fake\876_891,1
D:\processed_faces\fake\id6_id9_0005,1
D:\processed_faces\real\12__walking_down_indoor_hall_disgust,0
D:\processed_faces\fake\414_385,1
D:\processed_faces\fake\664_668,1
D:\processed_faces\real\id48_0005,0
D:\processed_faces\real\12__talking_against_wall,0
D:\processed_faces\real\935,0
D:\processed_faces\fake\477_487,1
D:\processed_faces\fake\id3_id17_0005,1
D:\processed_faces\real\id13_0010,0
D:\processed_faces\real\565,0
D:\processed_faces\fake\417_496,1
D:\processed_faces\fake\02_27__hugging_happy__6GC9HY9J,1
D:\processed_faces\real\054,0
D:\processed_faces\real\065,0
D:\processed_faces\real\00113,0
D:\processed_faces\real\000,0
D:\processed_faces\real\00215,0
D:\processed_faces\fake\id3_id37_0002,1
D:\processed_faces\real\00079,0
D:\processed_faces\fake\03_01__podium_speech_happy__JZUXXFRB,1
D:\processed_faces\fake\615_687,1
D:\processed_faces\real\426,0
D:\processed_faces\fake\235_194,1
D:\processed_faces\fake\349_350,1
D:\processed_faces\fake\000_003,1
D:\processed_faces\fake\id6_id9_0001,1
D:\processed_faces\fake\id9_id2_0008,1
D:\processed_faces\real\713,0
D:\processed_faces\fake\id5_id61_0000,1
D:\processed_faces\fake\id3_id28_0003,1
D:\processed_faces\fake\id4_id0_0002,1
D:\processed_faces\real\13__hugging_happy,0
D:\processed_faces\fake\670_661,1
D:\processed_faces\real\id17_0001,0
D:\processed_faces\fake\id4_id30_0000,1
D:\processed_faces\real\id24_0007,0
D:\processed_faces\fake\631_551,1
D:\processed_faces\real\id51_0001,0
D:\processed_faces\real\274,0
D:\processed_faces\real\279,0
D:\processed_faces\fake\767_694,1
D:\processed_faces\real\610,0
D:\processed_faces\fake\id3_id35_0005,1
D:\processed_faces\fake\01_20__meeting_serious__6UBMLXK3,1
D:\processed_faces\fake\094_111,1
D:\processed_faces\fake\id3_id9_0001,1
D:\processed_faces\real\377,0
D:\processed_faces\fake\02_15__exit_phone_room__HTG660F8,1
D:\processed_faces\fake\969_897,1
D:\processed_faces\fake\id4_id6_0009,1
D:\processed_faces\fake\211_177,1
D:\processed_faces\real\481,0
D:\processed_faces\real\id0_0009,0
D:\processed_faces\fake\098_092,1
D:\processed_faces\fake\825_074,1
D:\processed_faces\fake\360_437,1
D:\processed_faces\real\00175,0
D:\processed_faces\real\16__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\id2_id35_0006,1
D:\processed_faces\fake\id0_id2_0009,1
D:\processed_faces\fake\id4_id2_0000,1
D:\processed_faces\fake\189_200,1
D:\processed_faces\fake\242_182,1
D:\processed_faces\real\00116,0
D:\processed_faces\real\20__secret_conversation,0
D:\processed_faces\fake\id0_id17_0009,1
D:\processed_faces\real\00021,0
D:\processed_faces\real\id60_0004,0
D:\processed_faces\real\02__kitchen_pan,0
D:\processed_faces\real\00235,0
D:\processed_faces\fake\id0_id6_0002,1
D:\processed_faces\real\718,0
D:\processed_faces\real\id43_0001,0
D:\processed_faces\fake\02_07__hugging_happy__O4SXNLRL,1
D:\processed_faces\fake\02_07__outside_talking_pan_laughing__O4SXNLRL,1
D:\processed_faces\real\259,0
D:\processed_faces\fake\id0_id1_0003,1
D:\processed_faces\fake\id0_id16_0009,1
D:\processed_faces\fake\472_511,1
D:\processed_faces\fake\711_681,1
D:\processed_faces\real\21__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\248_232,1
D:\processed_faces\real\237,0
D:\processed_faces\fake\171_173,1
D:\processed_faces\real\17__outside_talking_still_laughing,0
D:\processed_faces\fake\id9_id0_0009,1
D:\processed_faces\real\id58_0005,0
D:\processed_faces\real\888,0
D:\processed_faces\real\450,0
D:\processed_faces\fake\id3_id0_0003,1
D:\processed_faces\fake\616_614,1
D:\processed_faces\fake\291_874,1
D:\processed_faces\real\190,0
D:\processed_faces\fake\02_04__exit_phone_room__SUIZOXAJ,1
D:\processed_faces\fake\id4_id30_0001,1
D:\processed_faces\fake\id0_id16_0001,1
D:\processed_faces\real\157,0
D:\processed_faces\fake\794_779,1
D:\processed_faces\fake\id2_id26_0008,1
D:\processed_faces\fake\id1_id28_0003,1
D:\processed_faces\real\id53_0000,0
D:\processed_faces\real\id45_0003,0
D:\processed_faces\fake\645_688,1
D:\processed_faces\real\id56_0008,0
D:\processed_faces\real\579,0
D:\processed_faces\real\03__walking_down_street_outside_angry,0
D:\processed_faces\real\id4_0006,0
D:\processed_faces\fake\246_258,1
D:\processed_faces\real\id16_0011,0
D:\processed_faces\fake\id3_id21_0000,1
D:\processed_faces\fake\106_198,1
D:\processed_faces\real\801,0
D:\processed_faces\real\084,0
D:\processed_faces\real\263,0
D:\processed_faces\fake\id4_id31_0000,1
D:\processed_faces\real\24__outside_talking_still_laughing,0
D:\processed_faces\real\19__exit_phone_room,0
D:\processed_faces\real\974,0
D:\processed_faces\real\id5_0003,0
D:\processed_faces\fake\01_03__outside_talking_pan_laughing__ISF9SP4G,1
D:\processed_faces\fake\065_089,1
D:\processed_faces\real\00266,0
D:\processed_faces\fake\03_06__meeting_serious__1IXGY2FK,1
D:\processed_faces\real\978,0
D:\processed_faces\fake\id2_id9_0008,1
D:\processed_faces\fake\id2_id31_0002,1
D:\processed_faces\real\id56_0007,0
D:\processed_faces\real\04__secret_conversation,0
D:\processed_faces\real\765,0
D:\processed_faces\fake\id1_id9_0005,1
D:\processed_faces\real\00100,0
D:\processed_faces\real\00134,0
D:\processed_faces\real\786,0
D:\processed_faces\fake\id3_id9_0007,1
D:\processed_faces\fake\id3_id30_0005,1
D:\processed_faces\fake\id2_id21_0002,1
D:\processed_faces\real\00169,0
D:\processed_faces\real\id53_0004,0
D:\processed_faces\real\376,0
D:\processed_faces\real\939,0
D:\processed_faces\fake\id4_id31_0005,1
D:\processed_faces\fake\087_081,1
D:\processed_faces\fake\363_343,1
D:\processed_faces\real\493,0
D:\processed_faces\fake\559_543,1
D:\processed_faces\fake\id2_id23_0008,1
D:\processed_faces\fake\id2_id26_0005,1
D:\processed_faces\real\28__podium_speech_happy,0
D:\processed_faces\fake\587_535,1
D:\processed_faces\fake\602_397,1
D:\processed_faces\real\00171,0
D:\processed_faces\fake\id2_id30_0003,1
D:\processed_faces\fake\id6_id37_0001,1
D:\processed_faces\fake\id3_id20_0000,1
D:\processed_faces\real\245,0
D:\processed_faces\real\id49_0001,0
D:\processed_faces\fake\id6_id1_0002,1
D:\processed_faces\real\957,0
D:\processed_faces\real\988,0
D:\processed_faces\real\287,0
D:\processed_faces\real\05__kitchen_pan,0
D:\processed_faces\fake\id3_id20_0003,1
D:\processed_faces\real\188,0
D:\processed_faces\fake\439_441,1
D:\processed_faces\fake\466_428,1
D:\processed_faces\real\361,0
D:\processed_faces\fake\02_06__walk_down_hall_angry__0M6JNS5D,1
D:\processed_faces\fake\id1_id26_0004,1
D:\processed_faces\real\id11_0007,0
D:\processed_faces\real\507,0
D:\processed_faces\real\id33_0003,0
D:\processed_faces\real\id9_0008,0
D:\processed_faces\real\053,0
D:\processed_faces\real\00084,0
D:\processed_faces\real\id47_0008,0
D:\processed_faces\fake\928_160,1
D:\processed_faces\real\10__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\351_346,1
D:\processed_faces\fake\id6_id21_0001,1
D:\processed_faces\real\952,0
D:\processed_faces\fake\id4_id35_0006,1
D:\processed_faces\fake\id6_id28_0006,1
D:\processed_faces\fake\365_307,1
D:\processed_faces\fake\989_993,1
D:\processed_faces\real\316,0
D:\processed_faces\fake\02_04__walk_down_hall_angry__8CH7R4LW,1
D:\processed_faces\fake\194_235,1
D:\processed_faces\real\056,0
D:\processed_faces\fake\id1_id6_0007,1
D:\processed_faces\fake\id2_id9_0002,1
D:\processed_faces\real\516,0
D:\processed_faces\real\144,0
D:\processed_faces\fake\929_962,1
D:\processed_faces\real\00153,0
D:\processed_faces\real\00030,0
D:\processed_faces\fake\131_518,1
D:\processed_faces\real\417,0
D:\processed_faces\fake\804_738,1
D:\processed_faces\real\00299,0
D:\processed_faces\fake\724_725,1
D:\processed_faces\fake\id1_id3_0007,1
D:\processed_faces\fake\239_218,1
D:\processed_faces\real\427,0
D:\processed_faces\fake\id6_id9_0000,1
D:\processed_faces\fake\id3_id30_0001,1
D:\processed_faces\real\203,0
D:\processed_faces\fake\id0_id17_0001,1
D:\processed_faces\fake\01_11__podium_speech_happy__WIZ7GKOD,1
D:\processed_faces\fake\id2_id16_0007,1
D:\processed_faces\fake\089_065,1
D:\processed_faces\real\id7_0006,0
D:\processed_faces\real\005,0
D:\processed_faces\fake\id4_id21_0002,1
D:\processed_faces\real\id30_0005,0
D:\processed_faces\fake\02_07__kitchen_pan__34PVT42V,1
D:\processed_faces\fake\id3_id9_0002,1
D:\processed_faces\real\642,0
D:\processed_faces\real\00196,0
D:\processed_faces\real\id45_0002,0
D:\processed_faces\real\00163,0
D:\processed_faces\fake\id6_id4_0007,1
D:\processed_faces\real\571,0
D:\processed_faces\real\840,0
D:\processed_faces\fake\id2_id30_0007,1
D:\processed_faces\real\966,0
D:\processed_faces\fake\id0_id16_0003,1
D:\processed_faces\real\25__talking_against_wall,0
D:\processed_faces\fake\736_785,1
D:\processed_faces\fake\017_803,1
D:\processed_faces\real\id2_0000,0
D:\processed_faces\fake\986_994,1
D:\processed_faces\real\103,0
D:\processed_faces\real\601,0
D:\processed_faces\fake\267_286,1
D:\processed_faces\fake\id3_id35_0006,1
D:\processed_faces\real\443,0
D:\processed_faces\real\763,0
D:\processed_faces\fake\id2_id1_0000,1
D:\processed_faces\real\460,0
D:\processed_faces\real\955,0
D:\processed_faces\real\331,0
D:\processed_faces\fake\id6_id2_0000,1
D:\processed_faces\fake\01_21__talking_angry_couch__03X7CELV,1
D:\processed_faces\fake\337_522,1
D:\processed_faces\real\00251,0
D:\processed_faces\fake\id2_id20_0006,1
D:\processed_faces\real\00218,0
D:\processed_faces\real\id59_0008,0
D:\processed_faces\fake\id3_id0_0000,1
D:\processed_faces\fake\id1_id31_0005,1
D:\processed_faces\real\id28_0003,0
D:\processed_faces\real\047,0
D:\processed_faces\fake\865_739,1
D:\processed_faces\fake\709_390,1
D:\processed_faces\real\008,0
D:\processed_faces\fake\020_344,1
D:\processed_faces\fake\810_838,1
D:\processed_faces\fake\463_464,1
D:\processed_faces\fake\080_061,1
D:\processed_faces\fake\02_27__walking_outside_cafe_disgusted__78M8S6M6,1
D:\processed_faces\real\01__kitchen_pan,0
D:\processed_faces\real\00055,0
D:\processed_faces\real\id61_0009,0
D:\processed_faces\real\749,0
D:\processed_faces\fake\272_396,1
